canonical_smiles,selfies,logBB
NC(=O)[C@H]1c2ccccc2[C@H]2O[C@H]2c2ccccc21,[N][C][=Branch1][C][=O][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][O][C@H1][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S],-0.34
CN1C(=O)CC[C@H]1c1cccnc1,[C][N][C][=Branch1][C][=O][C][C][C@H1][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],-0.32
CC(C)c1nc(-c2ncn3c2CNC(=O)c2c(Cl)cccc2-3)no1,[C][C][Branch1][C][C][C][=N][C][Branch2][Ring1][O][C][N][=C][N][C][=Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Ring1][=N][=N][O][Ring2][Ring1][Branch1],-0.3
N#Cc1cc(C2=Nc3ccc(-c4ccccc4F)cc3NC(=O)C2)ccn1,[N][#C][C][=C][C][Branch2][Ring1][#C][C][=N][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][Ring1][=N][N][C][=Branch1][C][=O][C][Ring2][Ring1][Ring1][=C][C][=N][Ring2][Ring1][=Branch2],-0.3
CN1C(=O)C2N=CN=C2N(C)C1=O,[C][N][C][=Branch1][C][=O][C][N][=C][N][=C][Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],-0.29
CN1C(=O)C2NC=NC2N(C)C1=O,[C][N][C][=Branch1][C][=O][C][N][C][=N][C][Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],-0.29
CN(C)Cc1ccnc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)c1,[C][N][Branch1][C][C][C][C][=C][C][=N][C][Branch2][Ring1][Branch2][C][=C][C][=C][C][Branch1][=C][N][C][N][=C][C][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#C][=C][Ring2][Ring1][Branch1],-0.28
CN(C)Cc1ccnc(-c2cccc(NC3NC=CC3[N+](=O)[O-])c2)c1,[C][N][Branch1][C][C][C][C][=C][C][=N][C][Branch2][Ring1][Branch2][C][=C][C][=C][C][Branch1][=C][N][C][N][C][=C][C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#C][=C][Ring2][Ring1][Branch1],-0.28
CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1,[C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=C][C][=C][C][Branch1][=C][N][C][N][=C][C][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#C][O][Ring2][Ring1][Ring2],-0.27
CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc([123I])s3)CC2)C1=O,[C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][N][C][C][N][Branch2][Ring1][C][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][123I][S][Ring1][=Branch1][C][C][Ring1][P][C][Ring2][Ring1][O][=O],-0.25
NC(=O)c1ccccc1,[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.24
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC,[C][O][C][=C][C][Branch1][C][N][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][C][C][N][C][C@@H1][Ring1][=Branch1][O][C],-0.22
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C@@H1][Branch1][C][O][C][C@@][Branch1][C][C][C@H1][Ring1][Branch2][C][C][C@][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],-0.22
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,[N][C][=N][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=C][N][=C][N][Branch1][N][C@H1][C][=C][C@@H1][Branch1][Ring1][C][O][C][Ring1][#Branch1][C][Ring1][N][=N][Ring2][Ring1][Ring2],-0.22
OCC(O)CO,[O][C][C][Branch1][C][O][C][O],-0.21
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,[Cl][C][=C][C][=C][Branch2][Ring1][=Branch1][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][O][C][C][C][=C][S][C][=Ring1][Branch1][Cl][C][Branch1][C][Cl][=C][Ring2][Ring1][=Branch1],-0.2
NNCCc1ccccc1,[N][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.2
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,[C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][#Branch2][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][O],-0.18
CCC(=O)N[C@@H]1C(=O)NC(=O)NC1=NC[C@H](O)[C@H](O)[C@H](O)CO,[C][C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][Branch2][=N][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O],-0.18
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[C][C@][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C@@H1][Branch1][C][O][C][C@@][Branch1][C][C][C@H1][Ring1][Branch2][C][C][C@][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],-0.18
C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O,[C][=C][C][C][=C][C][=C][C][Branch2][Ring1][N][/C][=N][\N][C][=Branch1][C][=O][C][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][=C][Ring2][Ring1][=Branch2][O],-0.17
CC(N)C(=O)O,[C][C][Branch1][C][N][C][=Branch1][C][=O][O],-0.17
COC(=O)[C@@H]1C(=O)C=C(Nc2cccc(OC(F)(F)F)c2)C[C@H]1C,[C][O][C][=Branch1][C][=O][C@@H1][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][C][C@H1][Ring2][Ring1][Ring1][C],-0.17
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,[C][N][N][=N][C][=C][C][=C][Branch2][Ring1][=Branch1][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][Ring2][Ring1][=Branch1],-0.16
N#Cc1ccsc1C1=Nc2ccc(Cl)cc2NC(=O)C1,[N][#C][C][C][=C][S][C][=Ring1][Branch1][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Ring1][=N],-0.14
CC(C)NCCCOc1cccc(CN2CCCCC2)c1,[C][C][Branch1][C][C][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N],-0.13
CC(C)n1nnc(NC(=O)C2c3ccccc3Oc3ccccc32)n1,[C][C][Branch1][C][C][N][N][=N][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][=N][Ring2][Ring1][=Branch1],-0.12
CN1C[C@H](CCn2c3c(c4ccccc42)C(=O)NCC3)CC1=O,[C][N][C][C@H1][Branch2][Ring1][O][C][C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][Ring1][=N][C][C][Ring2][Ring1][Branch1][=O],-0.12
CN(C)C1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)CC1,[C][N][Branch1][C][C][C][C][C][N][Branch2][Ring2][=Branch1][C][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][N][N][C][=C][Ring2][Ring1][=Branch1][C][C][Ring2][Ring1][=N],-0.11
Cc1cc(-c2cc(N)n3nc(-c4ccccn4)nc3c2)ccn1,[C][C][=C][C][Branch2][Ring1][O][C][C][=C][Branch1][C][N][N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][N][=C][Ring1][O][C][=Ring1][S][=C][C][=N][Ring2][Ring1][=Branch1],-0.1
COC1/C=C\C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(/C)C1OC(N)=O)C2=O,[C][O][C][/C][=C][\C][=C][Branch1][C][\C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch2][N][C][C][N][Branch1][C][C][C][=C][Branch2][Ring2][Ring1][C][C][Branch1][C][C][C][C][Branch1][Ring1][O][C][C][Branch1][C][O][C][Branch1][C][C][/C][=C][Branch1][C][/C][C][Ring2][Ring2][Ring2][O][C][Branch1][C][N][=O][C][Ring2][Ring1][S][=O],-0.09
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,[C][O][C@H1][/C][=C][\C][=C][Branch1][C][/C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch2][N][C][C][N][Branch1][C][C][C][=C][Branch2][Ring2][Ring1][C][C@H1][Branch1][C][C][C][C@@H1][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][/C][=C][Branch1][C][\C][C@@H1][Ring2][Ring2][Ring2][O][C][Branch1][C][N][=O][C][Ring2][Ring1][S][=O],-0.09
Cn1nc(CC(=O)NC2CC[N+]3(C)CCCC2C3)c2ccccc21,[C][N][N][=C][Branch2][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch2][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],-0.08
CC1CCN(CCC2CCN2S(=O)(=O)c2cccc(O)c2)CC1,[C][C][C][C][N][Branch2][Ring1][O][C][C][C][C][C][N][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][C][Ring2][Ring1][=Branch1],-0.08
COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C@H1][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][N][Ring1][=C][C][C][Ring2][Ring1][=Branch1],-0.07
Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,[C][N][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch2][Ring1][N][C][=C][C][=C][Branch1][P][O][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][Ring2][Ring1][C][=N][Ring2][Ring1][=N],-0.06
CN1C(=O)C2C(N=CN2C)N(C)C1=O,[C][N][C][=Branch1][C][=O][C][C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],-0.06
CNCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,[C][N][C][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][N][N][C][=C][Ring2][Ring1][=Branch1],-0.05
CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O,[C][C][C][=N+1][Branch1][P][C][C][C][Branch1][Ring2][N][=N+1][=N][C][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][P][=O],-0.05
CN1CCCC12CCN(Cc1ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc1)CC2,[C][N][C][C][C][C][Ring1][Branch1][C][C][N][Branch2][Ring2][=Branch1][C][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][N][N][C][=C][Ring2][Ring1][=Branch1][C][C][Ring2][Ring1][=N],-0.03
CCN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,[C][C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C][C][Ring2][Ring1][N][=O],-0.01
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,[C][C][=Branch1][C][=O][C@][Branch1][C][O][C][C][=C][Branch1][C][O][C][=C][Branch2][Ring2][C][C][Branch1][C][O][=C][Ring1][Branch2][C@@H1][Branch2][Ring1][Ring1][O][C@H1][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][=Branch2][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#Branch2][=O],0.0
CC(C)CC(N)C(=O)O,[C][C][Branch1][C][C][C][C][Branch1][C][N][C][=Branch1][C][=O][O],0.0
N#Cc1c(COc2ccccn2)nc(N)nc1-c1ccco1,[N][#C][C][=C][Branch1][O][C][O][C][=C][C][=C][C][=N][Ring1][=Branch1][N][=C][Branch1][C][N][N][=C][Ring1][#C][C][=C][C][=C][O][Ring1][Branch1],0.0
N#Cc1c(N2CCc3ccccc3CC2)ncn(CCO)c1=O,[N][#C][C][=C][Branch1][S][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][O][N][=C][N][Branch1][Ring2][C][C][O][C][Ring2][Ring1][Ring2][=O],0.0
NC(=Nc1ccccc1)Nc1ccccc1,[N][C][=Branch1][#Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,[O][C][C][N][Branch1][Ring2][C][C][O][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=C][N][=C][Branch1][#Branch2][N][Branch1][Ring2][C][C][O][C][C][O][N][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=N][Ring2][Ring1][=N],0.0
C[C@H](Nc1cc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)ccn1)c1ccccc1,[C][C@H1][Branch2][Branch1][=Branch1][N][C][=C][C][Branch2][Ring2][=Branch2][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][N][=C][Branch1][=Branch2][C][C][C][N][C][C][Ring1][=Branch1][N][Ring2][Ring1][Branch1][C][=C][C][=N][Ring2][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.01
C=CCOc1ccccc1OCC(O)CNC(C)C,[C][=C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C],0.02
O=C(CC1=NC2NN(c3ccccc3)C(=O)C2=C1CC(=O)c1cccc2ccccc12)c1cccc2ccccc12,[O][=C][Branch2][Ring2][=C][C][C][=N][C][N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][#C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0.02
N#[N+]O,[N][#N+1][O],0.03
CCn1c(C)nc(N2CCc3ccccc3CC2)c([N+](=O)[O-])c1=O,[C][C][N][C][Branch1][C][C][=N][C][Branch1][S][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][O][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Ring2][Ring1][Branch1][=O],0.04
N[C@@H](Cc1ccc(B(O)O)cc1)C(=O)O,[N][C@@H1][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][B][Branch1][C][O][O][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O],0.05
CCCN(CCC)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12,[C][C][C][N][Branch1][Ring2][C][C][C][C][=C][C][Branch1][C][C][=N][C][=C][Branch1][P][C][=C][N][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][C][Branch1][C][C][=N][N][Ring2][Ring1][Branch1][Ring1][S],0.07
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@][Branch1][C][C][C][C][N][Branch1][C][C][C@@H1][Ring1][#Branch1][N][Ring1][O][C],0.08
O=C(O)c1ccccc1C(=O)OC1CCc2ccccc2C1,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2],0.09
CN1C2=C3N=c4ccccc4=C3CCN2C(=O)c2ccccc21,[C][N][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=Branch2][C][C][N][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1],0.11
Clc1cccc(Cl)c1N[C@@H]1N=CCN1,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][C@@H1][N][=C][C][N][Ring1][Branch1],0.11
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,[C][C][C][C@@H1][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0.12
F/C=C\O/C=C/F,[F][/C][=C][\O][/C][=C][/F],0.13
FC=COC=CF,[F][C][=C][O][C][=C][F],0.13
OC[C@H]1OC(OC2=C(c3ccc(O)c(O)c3)OC3C=C(O)C=C(O)C3=C2)[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][O][C][Branch2][Ring2][#Branch1][O][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring2][Ring1][Ring2][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][=N][O],0.15
OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][O][C@@H1][Branch2][Ring2][Ring2][O][C][=C][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O+1][=C][Ring1][N][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][=N][O],0.15
CC(O)C(=O)O,[C][C][Branch1][C][O][C][=Branch1][C][=O][O],0.16
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)cc(Cl)n2)CC1,[O][=C][C][C][C][N][Ring1][Branch1][C][C][C][C][N][C][C][N][Branch2][Ring1][=Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][C][Cl][=N][Ring1][O][C][C][Ring1][P],0.16
N#Cc1cccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)c1,[N][#C][C][=C][C][=C][C][Branch2][Ring2][Branch2][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][C][Ring1][#Branch1][=C][Ring1][O][O][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][=C][Ring2][Ring1][P],0.17
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C][C@@H1][Branch1][C][O][C][=C][C@@][Ring1][#Branch2][Ring1][#Branch1][C][C][N][C][Ring1][#C],0.18
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring2][C][O][C][C][C][N][Branch1][#Branch2][C][C][C][=C][C][=C][S][Ring1][Branch1][C][C][Ring1][S],0.2
CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1N,[C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][N],0.2
COCCn1c(C)nc(N2CCC(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c1=O,[C][O][C][C][N][C][Branch1][C][C][=N][C][Branch2][Ring1][=Branch1][N][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Ring2][Ring1][#Branch1][=O],0.2
CN1[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12,[C][N][C@H1][C][C][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring2][Ring1][C][C@H1][O][C@H1][Ring1][Ring1][Ring2][Ring1][Ring2],0.23
COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Ring1][P][/C][=C][/C][=Branch1][C][=O][N][C][C][N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][N][O][C],0.23
CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,[C][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][N][C][C][C@H1][C][C][C][C][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring2],0.24
F[C@H](Br)C(F)(F)F,[F][C@H1][Branch1][C][Br][C][Branch1][C][F][Branch1][C][F][F],0.27
CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,[C][C][Branch1][C][C][=C][C][N][C][C][=C][C][Branch1][C][Cl][=C][C][NH1][C][=Branch1][C][=S][N][Branch1][=Branch1][C][Ring1][O][=Ring1][=Branch1][C][C@@H1][Ring1][#C][C],0.28
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Ring1][=C][=O],0.28
CCC(NC(=O)c1c(C)c(-c2ccccc2)cc2ccccc12)c1ccccc1,[C][C][C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.3
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][C][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=Branch1][C][=O][C][Ring1][P][O][C][Branch1][C][C][=O][C][=C][Ring2][Ring1][O],0.3
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][C][C@@H1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=Branch1][C][=O][C@@H1][Ring1][P][O][C][Branch1][C][C][=O][C][=C][Ring2][Ring1][O],0.3
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,[C][C][N][=C][S][C][=C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=Ring1][#Branch2][C][C][N][C][C][C][=Branch2][Ring1][#Branch2][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch1],0.3
N#Cc1cccc(C2=Nc3ccc(C#Cc4ccccc4)cc3NC(=O)C2)c1,[N][#C][C][=C][C][=C][C][Branch2][Ring1][S][C][=N][C][=C][C][=C][Branch1][O][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][N][C][=Branch1][C][=O][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][#Branch2],0.3
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,[O][=C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][N][Ring2][Ring1][Ring2],0.32
CCc1cc2cc(C(=O)C3CCC(OC)CC3)ccc2nc1C,[C][C][C][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][C][C][C][Branch1][Ring1][O][C][C][C][Ring1][Branch2][=C][C][=C][Ring1][S][N][=C][Ring2][Ring1][Ring2][C],0.33
